title,genre
"Trade","Thriller"
"Cypher","Thriller"
"Cypher","Science Fiction"
"Cypher","Mystery"
"Triangle","Horror"
"Snatch","Thriller"
"Snatch","Crime"
"Gremlins","Fantasy"
"Gremlins","Horror"
"Gremlins","Comedy"
"Trash","Adventure"
"Trash","Crime"
"Trash","Drama"
"Trash","Thriller"
"Brooklyn","Drama"
"Brooklyn","Romance"
"Quartet","Drama"
"Quartet","Comedy"
"Quartet","Romance"
"Tomcats","Comedy"
"Tomcats","Romance"
"Frailty","Drama"
"Frailty","Thriller"
"Frailty","Crime"
"Kinsey","Drama"
"Slackers","Comedy"
"Slackers","Romance"
"O","Drama"
"O","Romance"
"O","Thriller"
"LOL","Drama"
"LOL","Comedy"
"LOL","Romance"
"Jindabyne","Crime"
"Jindabyne","Drama"
"Jindabyne","Mystery"
"Jindabyne","Thriller"
"Darkness","Horror"
"Housefull","Drama"
"Housefull","Comedy"
"Housefull","Romance"
"Housefull","Foreign"
"Misconduct","Drama"
"Misconduct","Thriller"
"Stripes","Action"
"Stripes","Comedy"
"Commando","Action"
"Commando","Adventure"
"Commando","Thriller"
"Devil","Horror"
"Devil","Mystery"
"Devil","Thriller"
"Dogma","Fantasy"
"Dogma","Comedy"
"Dogma","Adventure"
"Swimfan","Drama"
"Swimfan","Thriller"
"Sparkle","Drama"
"Sparkle","Music"
"Valentine","Horror"
"Valentine","Thriller"
"Rushmore","Comedy"
"Rushmore","Drama"
"Skyline","Science Fiction"
"Tremors","Action"
"Tremors","Horror"
"Mud","Drama"
"Sleepover","Comedy"
"Sleepover","Family"
"MacGruber","Action"
"MacGruber","Adventure"
"MacGruber","Comedy"
"Heartbeeps","Comedy"
"Heartbeeps","Romance"
"Heartbeeps","Family"
"Crash","Drama"
"Malone","Action"
"Malone","Thriller"
"Bamboozled","Comedy"
"Bamboozled","Drama"
"Sphinx","Adventure"
"Sphinx","Mystery"
"Sphinx","Thriller"
"Spider","Drama"
"Spider","Mystery"
"Spider","Thriller"
"Illuminata","Drama"
"Rosewater","Drama"
"Coriolanus","Drama"
"Coriolanus","Thriller"
"Severance","Horror"
"Severance","Comedy"
"Severance","Thriller"
"Edmond","Drama"
"Edmond","Thriller"
"Motherhood","Comedy"
"Motherhood","Drama"
"Strangerland","Drama"
"Strangerland","Thriller"
"Eulogy","Comedy"
"Eulogy","Drama"
"Partition","Drama"
"Partition","Foreign"
"Partition","Romance"
"Gunless","Drama"
"Gunless","Action"
"Gunless","Comedy"
"Gunless","Western"
"Adventureland","Comedy"
"Plastic","Drama"
"Plastic","Action"
"Plastic","Comedy"
"Plastic","Crime"
"Amour","Drama"
"Amour","Romance"
"Volver","Comedy"
"Volver","Drama"
"Volver","Romance"
"Kites","Drama"
"Kites","Action"
"Kites","Romance"
"Melancholia","Drama"
"Melancholia","Science Fiction"
"Alien","Horror"
"Alien","Action"
"Alien","Thriller"
"Alien","Science Fiction"
"Thunderball","Adventure"
"Thunderball","Action"
"Thunderball","Thriller"
"Detention","Horror"
"Detention","Comedy"
"Detention","Science Fiction"
"Sicko","Documentary"
"PCU","Comedy"
"Gracie","Drama"
"Barbecue","Comedy"
"Undiscovered","Comedy"
"Undiscovered","Romance"
"Polisse","Drama"
"Awake","Thriller"
"Awake","Crime"
"Awake","Mystery"
"Barbarella","Science Fiction"
"Election","Comedy"
"Glitter","Drama"
"Glitter","Romance"
"Limbo","Adventure"
"Limbo","Drama"
"Limbo","Thriller"
"Nightcrawler","Crime"
"Nightcrawler","Drama"
"Nightcrawler","Thriller"
"Splash","Comedy"
"Splash","Fantasy"
"Splash","Romance"
"Shutter","Horror"
"Shutter","Mystery"
"Shutter","Thriller"
"Kicks","Adventure"
"Prom","Comedy"
"Anomalisa","Animation"
"Anomalisa","Comedy"
"Anomalisa","Drama"
"Anomalisa","Romance"
"Prefontaine","Drama"
"Prefontaine","Romance"
"Restless","TV Movie"
"Restless","Romance"
"Restless","Drama"
"Fido","Romance"
"Fido","Comedy"
"Fido","Drama"
"Fido","Horror"
"Pathology","Crime"
"Pathology","Horror"
"Pathology","Thriller"
"Aloft","Drama"
"Swelter","Action"
"Swelter","Drama"
"Swelter","Thriller"
"Shopgirl","Comedy"
"Shopgirl","Drama"
"Shopgirl","Romance"
"Narc","Action"
"Narc","Crime"
"Narc","Drama"
"Narc","Thriller"
"Extract","Comedy"
"Persepolis","Animation"
"Persepolis","Drama"
"Juno","Comedy"
"Juno","Drama"
"Juno","Romance"
"Flashdance","Drama"
"Flashdance","Music"
"Flashdance","Romance"
"Capote","Crime"
"Capote","Drama"
"Desperado","Thriller"
"Desperado","Action"
"Desperado","Crime"
"Dope","Crime"
"Dope","Drama"
"Dope","Comedy"
"Warlock","Adventure"
"Warlock","Comedy"
"Warlock","Fantasy"
"Warlock","Horror"
"Redbelt","Drama"
"Cyrus","Comedy"
"Cyrus","Drama"
"Cyrus","Romance"
"Somewhere","Comedy"
"Somewhere","Drama"
"Hesher","Drama"
"Gerry","Mystery"
"Gerry","Drama"
"Gerry","Adventure"
"Freeheld","Romance"
"Freeheld","Drama"
"Twixt","Horror"
"Twixt","Thriller"
"Shade","Action"
"Shade","Thriller"
"Shade","Crime"
"Incendies","Drama"
"Incendies","War"
"Incendies","Mystery"
"Annabelle","Horror"
"Go","Crime"
"Go","Comedy"
"Go","Thriller"
"Bats","Horror"
"Bats","Thriller"
"Shame","Drama"
"Aberdeen","Drama"
"Aberdeen","Comedy"
"Aberdeen","Foreign"
"Tracker","Action"
"Tracker","Drama"
"Tracker","Thriller"
"Tracker","Adventure"
"Control","Drama"
"Mallrats","Romance"
"Mallrats","Comedy"
"Grease","Romance"
"Platoon","Drama"
"Platoon","War"
"Platoon","Action"
"Caddyshack","Comedy"
"Bernie","Comedy"
"Bernie","Crime"
"Bernie","Drama"
"Pollock","Drama"
"Pollock","Romance"
"College","Comedy"
"Novocaine","Comedy"
"Novocaine","Crime"
"Novocaine","Thriller"
"Julia","Drama"
"Deadfall","Crime"
"Deadfall","Drama"
"Deadfall","Thriller"
"Emma","Romance"
"Emma","Comedy"
"Emma","Drama"
"Videodrome","Horror"
"Videodrome","Mystery"
"Videodrome","Science Fiction"
"Oorlogswinter","Drama"
"Oorlogswinter","History"
"Oorlogswinter","War"
"Crossover","Action"
"Crossover","Adventure"
"Crossover","Drama"
"Shine","Drama"
"Iris","Drama"
"Iris","Romance"
"Galaxina","Comedy"
"Galaxina","Science Fiction"
"Wonderland","Crime"
"Wonderland","Drama"
"Wonderland","Mystery"
"Wonderland","Thriller"
"R100","Comedy"
"R100","Drama"
"Animals","Drama"
"Hodejegerne","Thriller"
"Hodejegerne","Crime"
"Grabbers","Science Fiction"
"Grabbers","Comedy"
"Grabbers","Thriller"
"Grabbers","Horror"
"Ouija","Horror"
"Monster","Crime"
"Monster","Drama"
"Memento","Mystery"
"Memento","Thriller"
"Oculus","Horror"
"Race","Action"
"Race","Drama"
"Addicted","Drama"
"Addicted","Thriller"
"Nighthawks","Action"
"Nighthawks","Crime"
"Nighthawks","Thriller"
"Diner","Comedy"
"Diner","Drama"
"UHF","Comedy"
"Made","Action"
"Made","Comedy"
"Made","Thriller"
"Moon","Science Fiction"
"Moon","Drama"
"Tycoon","Action"
"Tycoon","Drama"
"Tycoon","Romance"
"Decoys","Horror"
"Decoys","Science Fiction"
"Decoys","Thriller"
"Redacted","Drama"
"Redacted","War"
"Fascination","Romance"
"Fascination","Thriller"
"Rudderless","Music"
"Rudderless","Drama"
"Rudderless","Comedy"
"Hostel","Horror"
"Bound","Crime"
"Bound","Drama"
"Bound","Romance"
"Bound","Thriller"
"Salvador","Drama"
"Karakter","Drama"
"Karakter","Foreign"
"Karakter","History"
"Spun","Comedy"
"Spun","Crime"
"Spun","Drama"
"Blackthorn","Adventure"
"Blackthorn","Action"
"Blackthorn","Western"
"Fugly","Comedy"
"Fugly","Drama"
"Fugly","Thriller"
"Airlift","Thriller"
"Airlift","Action"
"Airlift","Drama"
"Airlift","History"
"Paa","Drama"
"Paa","Family"
"Paa","Foreign"
"Cargo","Thriller"
"Cargo","Mystery"
"Cargo","Science Fiction"
"Maggie","Horror"
"Trapeze","Drama"
"Boyhood","Drama"
"Scoop","Comedy"
"Scoop","Mystery"
"Topaz","Action"
"Topaz","Drama"
"Topaz","Mystery"
"Topaz","Thriller"
"Secretary","Comedy"
"Secretary","Drama"
"Secretary","Romance"
"Thumbsucker","Comedy"
"Thumbsucker","Drama"
"Mirrormask","Fantasy"
"Samsara","Drama"
"Samsara","Documentary"
"Zipper","Thriller"
"Zipper","Drama"
"Joe","Drama"
"Prison","Crime"
"Prison","Drama"
"Prison","Horror"
"Prison","Thriller"
"Trust","Crime"
"Trust","Drama"
"Trust","Thriller"
"Adore","Drama"
"Nothing","Comedy"
"Nothing","Fantasy"
"Nothing","Science Fiction"
"1776","Drama"
"1776","Comedy"
"1776","History"
"1776","Music"
"Inescapable","Thriller"
"Inescapable","Romance"
"Network","Drama"
"Defendor","Drama"
"Defendor","Action"
"Defendor","Comedy"
"Defendor","Crime"
"Friday","Comedy"
"Harper","Action"
"Harper","Drama"
"Harper","Thriller"
"Harper","Crime"
"Harper","Mystery"
"Frenzy","Crime"
"Frenzy","Drama"
"Frenzy","Mystery"
"Frenzy","Thriller"
"Train","Horror"
"Train","Thriller"
"Sharknado","TV Movie"
"Sharknado","Horror"
"Trolljegeren","Fantasy"
"Trolljegeren","Horror"
"Taxman","Action"
"Taxman","Crime"
"Taxman","Comedy"
"Taxman","Thriller"
"August","Drama"
"Choke","Comedy"
"Choke","Drama"
"Whiplash","Drama"
"Jagten","Drama"
"Bella","Drama"
"Bella","Romance"
"Adam","Drama"
"Adam","Romance"
"Beginners","Drama"
"Beginners","Romance"
"Beginners","Comedy"
"Feast","Action"
"Feast","Comedy"
"Feast","Horror"
"Goldfinger","Adventure"
"Goldfinger","Action"
"Goldfinger","Thriller"
"Antiviral","Science Fiction"
"Antiviral","Horror"
"Trainspotting","Drama"
"Trainspotting","Crime"
"Sinister","Horror"
"Sinister","Thriller"
"Sinister","Mystery"
"Water","Drama"
"Water","Foreign"
"Water","Romance"
"Whipped","Comedy"
"Whipped","Romance"
"Jawbreaker","Comedy"
"Basquiat","Drama"
"Basquiat","History"
"Tsotsi","Crime"
"Tsotsi","Drama"
"Happiness","Comedy"
"Happiness","Drama"
"Tusk","Comedy"
"Tusk","Horror"
"Compadres","Action"
"Compadres","Comedy"
"Freeway","Comedy"
"Freeway","Drama"
"Freeway","Thriller"
"Creature","Horror"
"Creature","Science Fiction"
"Creature","Thriller"
"Bachelorette","Comedy"
"Bachelorette","Romance"
"Sommersturm","Comedy"
"Sommersturm","Drama"
"Demonic","Thriller"
"Demonic","Horror"
"Amnesiac","Thriller"
"Amnesiac","Mystery"
"Amnesiac","Drama"
"Amnesiac","Horror"
"Freakonomics","Documentary"
"Unnatural","Thriller"
"Unnatural","Action"
"Unnatural","Horror"
"Ida","Drama"
"Maurice","Drama"
"Maurice","Romance"
"Hud","Action"
"Hud","Drama"
"Hud","Western"
"Religulous","Comedy"
"Religulous","Documentary"
"Fuel","Documentary"
"Fuel","Drama"
"Anatomie","Horror"
"Anatomie","Thriller"
"Super","Comedy"
"Super","Action"
"Super","Drama"
"Stung","Comedy"
"Stung","Horror"
"Antibirth","Horror"
"Thr3e","Drama"
"Thr3e","Horror"
"Thr3e","Thriller"
"Idiocracy","Adventure"
"Idiocracy","Comedy"
"Idiocracy","Science Fiction"
"Fantasia","Animation"
"Fantasia","Family"
"Fantasia","Music"
"Eden","Thriller"
"Eden","Drama"
"Bully","Crime"
"Bully","Drama"
"Elling","Comedy"
"Elling","Drama"
"Containment","Thriller"
"Containment","Horror"
"Containment","Science Fiction"
"Sleeper","Comedy"
"Sleeper","Romance"
"Sleeper","Science Fiction"
"Courageous","Drama"
"Thirteen","Crime"
"Thirteen","Drama"
"Captive","Crime"
"Captive","Drama"
"Captive","Thriller"
"Witchboard","Horror"
"Shortbus","Romance"
"Shortbus","Drama"
"Shortbus","Comedy"
"Clockwatchers","Comedy"
"Clockwatchers","Drama"
"Subway","Action"
"Subway","Thriller"
"Teeth","Comedy"
"Teeth","Horror"
"Stonewall","Drama"
"London","Drama"
"London","Action"
"London","Romance"
"Sherrybaby","Drama"
"Circle","Horror"
"Circle","Science Fiction"
"Plush","Thriller"
"Jerusalema","Drama"
"Jerusalema","Action"
"Jerusalema","Crime"
"Jerusalema","Foreign"
"Stitches","Horror"
"Bananas","Comedy"
"Rockaway","Action"
"Rockaway","Adventure"
"Rockaway","Drama"
"Highway","Action"
"Highway","Adventure"
"Highway","Drama"
"Northfork","Fantasy"
"Northfork","Drama"
"Northfork","Science Fiction"
"Buried","Drama"
"Buried","Thriller"
"Buried","Mystery"
"Submarine","Drama"
"Submarine","Comedy"
"Submarine","Romance"
"Abandoned","Drama"
"Abandoned","Thriller"
"Songcatcher","Drama"
"Songcatcher","Music"
"Sublime","Horror"
"Sublime","Thriller"
"May","Drama"
"May","Horror"
"May","Thriller"
"May","Romance"
"Dabba","Drama"
"Dabba","Romance"
"Yes","Drama"
"Yes","Romance"
"Foolish","Comedy"
"Foolish","Drama"
"Waitress","Comedy"
"Bloodsport","Action"
"Kids","Drama"
"Kids","Crime"
"Spellbound","Drama"
"Spellbound","Mystery"
"Spellbound","Thriller"
"Exotica","Drama"
"Exotica","Mystery"
"Insidious","Horror"
"Insidious","Thriller"
"Unsullied","Thriller"
"Unsullied","Action"
"Unsullied","Horror"
"Hatchet","Comedy"
"Hatchet","Horror"
"Amigo","Drama"
"Amigo","History"
"Amigo","War"
"Pontypool","Horror"
"Pontypool","Mystery"
"Pontypool","Science Fiction"
"Trucker","Drama"
"Housebound","Horror"
"Housebound","Comedy"
"Housebound","Thriller"
"Checkmate","Thriller"
"Checkmate","Action"
"Checkmate","Crime"
"Shalako","Western"
"GirlHouse","Horror"
"GirlHouse","Thriller"
"Batman","Family"
"Batman","Adventure"
"Batman","Comedy"
"Batman","Science Fiction"
"Batman","Crime"
"Festen","Drama"
"Rebecca","Drama"
"Rebecca","Mystery"
"Niagara","Crime"
"Niagara","Drama"
"Niagara","Thriller"
"Saw","Horror"
"Saw","Mystery"
"Saw","Crime"
"Q","Drama"
"Q","Romance"
"Airborne","Action"
"Airborne","Adventure"
"Airborne","Comedy"
"Casablanca","Drama"
"Casablanca","Romance"
"Rocky","Drama"
"Unfriended","Horror"
"Unfriended","Thriller"
"Hellraiser","Horror"
"Transamerica","Drama"
"Departure","Drama"
"Departure","Romance"
"Departure","Family"
"Slam","Drama"
"Fiza","Drama"
"Fiza","Foreign"
"Fiza","Romance"
"Orgazmo","Comedy"
"Ajami","Crime"
"Ajami","Drama"
"Jagal","Documentary"
"Hardflip","Drama"
"Hardflip","Action"
"Special","Drama"
"Special","Fantasy"
"Special","Science Fiction"
"Heli","Crime"
"Heli","Drama"
"Hits","Drama"
"Hits","Comedy"
"Proud","Drama"
"Charly","Drama"
"Charly","Romance"
"Charly","Science Fiction"
"Circumstance","Drama"
"Bambi","Animation"
"Bambi","Drama"
"Bambi","Family"
"1982","Drama"
"Deterrence","Action"
"Deterrence","Drama"
"Deterrence","Mystery"
"Deterrence","Thriller"
"Vessel","Horror"
"Vessel","Science Fiction"
"Bled","Horror"
"Rize","Documentary"
"Adulterers","Thriller"
"Adulterers","Crime"
"Adulterers","Drama"
"Starsuckers","Documentary"
"Starsuckers","Foreign"
"After","Mystery"
"After","Thriller"
"Treachery","Drama"
"Walter","Drama"
"Walter","Comedy"
"Woodstock","History"
"Woodstock","Documentary"
"Woodstock","Music"
"Fireproof","Drama"
"Benji","Adventure"
"Benji","Family"
"Benji","Romance"
"Wordplay","Documentary"
"Osama","Drama"
"Groove","Drama"
"Groove","Music"
"Groove","Romance"
"Rubber","Comedy"
"Rubber","Drama"
"Rubber","Fantasy"
"Rubber","Horror"
"Rubber","Mystery"
"Monsters","Drama"
"Monsters","Thriller"
"Monsters","Science Fiction"
"Subconscious","Action"
"Subconscious","Thriller"
"Subconscious","Mystery"
"Metropolitan","Comedy"
"Metropolitan","Drama"
"Roadside","Horror"
"Roadside","Drama"
"Tarnation","Documentary"
"Tarnation","Drama"
"Fabled","Drama"
"Fabled","Mystery"
"Fabled","Thriller"
"Intolerance","Drama"
"Trekkies","Documentary"
"Maniac","Horror"
"Murderball","Documentary"
"Tumbleweeds","Comedy"
"Tumbleweeds","Drama"
"Bizarre","Drama"
"Bizarre","Romance"
"Compliance","Drama"
"Compliance","Thriller"
"Compliance","Crime"
"Cube","Thriller"
"Cube","Science Fiction"
"Cube","Mystery"
"November","Drama"
"November","Mystery"
"November","Thriller"
"Exam","Thriller"
"Exam","Mystery"
"Rust","Drama"
"Ink","Action"
"Ink","Fantasy"
"Butterfly","Crime"
"Butterfly","Drama"
"Bronson","Drama"
"Bronson","Action"
"Bronson","Crime"
"Burn","Foreign"
"Burn","Documentary"
"Urbania","Romance"
"Urbania","Drama"
"Swingers","Comedy"
"Swingers","Romance"
"Drei","Romance"
"Drei","Drama"
"Drei","Comedy"
"Malevolence","Crime"
"Malevolence","Horror"
"Malevolence","Thriller"
"Baghead","Drama"
"Baghead","Comedy"
"Baghead","Horror"
"Solitude","Horror"
"Ordet","Drama"
"Weekend","Drama"
"Weekend","Romance"
"Tadpole","Comedy"
"Tadpole","Drama"
"Tadpole","Romance"
"Once","Drama"
"Once","Music"
"Once","Romance"
"Aroused","Documentary"
"Eraserhead","Drama"
"Eraserhead","Fantasy"
"Eraserhead","Horror"
"Eraserhead","Science Fiction"
"Penitentiary","Action"
"Penitentiary","Drama"
"Straightheads","Thriller"
"Pi","Mystery"
"Pi","Drama"
"Pi","Thriller"
"Absentia","Mystery"
"Absentia","Horror"
"Absentia","Thriller"
"Hayride","Thriller"
"Hayride","Horror"
"Counting","Documentary"
"Clerks","Comedy"
"Manito","Drama"
"Rampage","Action"
"Rampage","Drama"
"Rampage","Crime"
"Rampage","Thriller"
"Slacker","Comedy"
"Flywheel","Drama"
"Flywheel","Family"
"Backmask","Thriller"
"Backmask","Horror"
"Clean","Drama"
"Bang","Drama"
"Primer","Science Fiction"
"Primer","Drama"
"Primer","Thriller"
"Cavite","Foreign"
"Cavite","Thriller"
"Newlyweds","Comedy"
"Newlyweds","Romance"
